0.41732	0.2420456
0.48642	0.2334816
0.5642	0.236964
0.65902	0.2372472
0.7696	0.215488
0.89914	0.2157936
1.038	0.2076
1.2285	0.19656
1.4215	0.19901
1.663	0.1663
1.9292	0.154336
2.258	0.139996
2.6311	0.105244
3.0656	0.0735744
3.5737	0.0464581
4.1677	0
4.857	-0.04857
5.6863	-0.07051012
6.614	-0.1111152
7.7302	-0.12986736
8.9597	-0.15052296
10.467	-0.167472
12.205	-0.175752
14.248	-0.185224
16.618	-0.1927688
19.315	-0.200876
22.566	-0.2166336
26.318	-0.2158076
30.683	-0.2270542
35.754	-0.2216748
38.891	-0.2022332
