0.41732	-0.246885895
0.48642	-0.2378188456
0.5642	-0.2415012671
0.65902	-0.2418010046
0.7696	-0.2188865393
0.89914	-0.2192068024
1.038	-0.2106346911
1.2285	-0.1991311627
1.4215	-0.2016795615
1.663	-0.1678501981
1.9292	-0.1555731965
2.258	-0.1409178156
2.6311	-0.1056343007
3.0656	-0.07370744555
3.5737	-0.04649155324
4.1677	0
4.857	0.04860822901
5.6863	0.07062720403
6.614	0.1115747676
7.7302	0.1306024132
8.9597	0.1516701658
10.467	0.1690554553
12.205	0.1775842289
14.248	0.1873716954
16.618	0.195192584
19.315	0.2036221937
22.566	0.2200873281
26.318	0.2192214752
30.683	0.2310381972
35.754	0.2253786315
38.891	0.2050360576
