0.41732	0.0006326889279
0.48642	0.0007810974419
0.5642	0.001124780316
0.65902	0.001530950986
0.7696	0.001999609451
0.89914	0.002819761765
1.038	0.003780511619
1.2285	0.005280218707
1.4215	0.006569029486
1.663	0.009029486428
1.9292	0.01188049209
2.258	0.0158172232
2.6311	0.02031634446
3.0656	0.02449521578
3.5737	0.02811950791
4.1677	0.02906463581
4.857	0.02811950791
5.6863	0.02449521578
6.614	0.01952743605
7.7302	0.01512204648
8.9597	0.01188049209
10.467	0.009029486428
12.205	0.006569029486
14.248	0.004881859012
16.618	0.003780511619
19.315	0.002819761765
22.566	0.001999609451
26.318	0.001530950986
30.683	0.001124780316
35.754	0.0009451279047
38.891	0.0007810974419
